original_area_code,original,city,current_state,current_county,current_state_fip,current_county_fip,old_county_fips,state,old_county,population_1950,residence_telephones_1945,population_under5_1950,population_over65_1950,births,black_pop,dial_pulls
404,TRUE,Atlanta,Georgia,Fulton,13,121,510,georgia,columbus city,473572,60500,50284,29322,14030,145387,18
404,TRUE,College Park,Georgia,Fulton,13,121,510,georgia,columbus city,473572,60500,50284,29322,14030,145387,18
404,TRUE,East Point,Georgia,Fulton,13,121,510,georgia,columbus city,473572,60500,50284,29322,14030,145387,18
404,TRUE,Sandy Springs,Georgia,Fulton,13,121,510,georgia,columbus city,473572,60500,50284,29322,14030,145387,18
404,FALSE,Alpharetta,Georgia,Fulton,13,121,510,georgia,columbus city,473572,60500,50284,29322,14030,145387,18
404,FALSE,Atlanta,Georgia,Fulton,13,121,510,georgia,columbus city,473572,60500,50284,29322,14030,145387,18
404,FALSE,College Park,Georgia,Fulton,13,121,510,georgia,columbus city,473572,60500,50284,29322,14030,145387,18
404,FALSE,East Point,Georgia,Fulton,13,121,510,georgia,columbus city,473572,60500,50284,29322,14030,145387,18
404,FALSE,Roswell,Georgia,Fulton,13,121,510,georgia,columbus city,473572,60500,50284,29322,14030,145387,18
404,FALSE,Sandy Springs,Georgia,Fulton,13,121,510,georgia,columbus city,473572,60500,50284,29322,14030,145387,18
404,FALSE,Alpharetta,Georgia,Fulton,13,121,510,georgia,columbus city,473572,60500,50284,29322,14030,145387,18
404,FALSE,Atlanta,Georgia,Fulton,13,121,510,georgia,columbus city,473572,60500,50284,29322,14030,145387,18
404,FALSE,College Park,Georgia,Fulton,13,121,510,georgia,columbus city,473572,60500,50284,29322,14030,145387,18
404,FALSE,Roswell,Georgia,Fulton,13,121,510,georgia,columbus city,473572,60500,50284,29322,14030,145387,18
404,FALSE,Sandy Springs,Georgia,Fulton,13,121,510,georgia,columbus city,473572,60500,50284,29322,14030,145387,18
803,TRUE,Sumter,South Carolina,Sumter,45,85,NA,NA,NA,57634,2236,8376,2771,2362,33024,21
404,FALSE,Duluth,Georgia,Gwinnett,13,135,NA,NA,NA,32320,822,3960,2224,1068,3038,18
404,FALSE,Lawrenceville,Georgia,Gwinnett,13,135,NA,NA,NA,32320,822,3960,2224,1068,3038,18
404,FALSE,Duluth,Georgia,Gwinnett,13,135,NA,NA,NA,32320,822,3960,2224,1068,3038,18
404,FALSE,Lawrenceville,Georgia,Gwinnett,13,135,NA,NA,NA,32320,822,3960,2224,1068,3038,18
505,FALSE,Roswell,New Mexico,Chaves,35,5,NA,NA,NA,40605,2509,5771,1877,2100,1056,20
404,FALSE,Kennesaw,Georgia,Cobb,13,67,NA,NA,NA,61830,2769,8102,3482,3140,6245,18
404,FALSE,Mableton,Georgia,Cobb,13,67,NA,NA,NA,61830,2769,8102,3482,3140,6245,18
404,FALSE,Marietta,Georgia,Cobb,13,67,NA,NA,NA,61830,2769,8102,3482,3140,6245,18
404,FALSE,Smyrna,Georgia,Cobb,13,67,NA,NA,NA,61830,2769,8102,3482,3140,6245,18
404,FALSE,Kennesaw,Georgia,Cobb,13,67,NA,NA,NA,61830,2769,8102,3482,3140,6245,18
404,FALSE,Mableton,Georgia,Cobb,13,67,NA,NA,NA,61830,2769,8102,3482,3140,6245,18
404,FALSE,Marietta,Georgia,Cobb,13,67,NA,NA,NA,61830,2769,8102,3482,3140,6245,18
404,FALSE,Smyrna,Georgia,Cobb,13,67,NA,NA,NA,61830,2769,8102,3482,3140,6245,18
213,FALSE,La Quinta,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Palm Desert,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Palm Springs,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Cathedral City,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Coachella,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Indio,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Cathedral City,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Coachella,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Indio,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,La Quinta,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Palm Desert,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Palm Springs,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Banning,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Corona,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Hemet,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Moreno Valley,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Murrieta,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Norco,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Perris,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Riverside,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Rubidoux,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Temecula,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Riverside,California,Riverside,6,65,NA,NA,NA,170046,12616,18227,16694,7456,7992,6
213,FALSE,Goleta,California,Santa Barbara,6,83,NA,NA,NA,98220,14765,10181,9034,4306,4027,6
213,FALSE,Lompoc,California,Santa Barbara,6,83,NA,NA,NA,98220,14765,10181,9034,4306,4027,6
213,FALSE,Orcutt,California,Santa Barbara,6,83,NA,NA,NA,98220,14765,10181,9034,4306,4027,6
213,FALSE,Santa Barbara,California,Santa Barbara,6,83,NA,NA,NA,98220,14765,10181,9034,4306,4027,6
213,FALSE,Santa Maria,California,Santa Barbara,6,83,NA,NA,NA,98220,14765,10181,9034,4306,4027,6
213,FALSE,Carpinteria,California,Santa Barbara,6,83,NA,NA,NA,98220,14765,10181,9034,4306,4027,6
213,FALSE,Goleta,California,Santa Barbara,6,83,NA,NA,NA,98220,14765,10181,9034,4306,4027,6
213,FALSE,Lompoc,California,Santa Barbara,6,83,NA,NA,NA,98220,14765,10181,9034,4306,4027,6
213,FALSE,Orcutt,California,Santa Barbara,6,83,NA,NA,NA,98220,14765,10181,9034,4306,4027,6
213,FALSE,Santa Barbara,California,Santa Barbara,6,83,NA,NA,NA,98220,14765,10181,9034,4306,4027,6
213,FALSE,Santa Maria,California,Santa Barbara,6,83,NA,NA,NA,98220,14765,10181,9034,4306,4027,6
213,FALSE,Carpinteria,California,Santa Barbara,6,83,NA,NA,NA,98220,14765,10181,9034,4306,4027,6
602,FALSE,Chandler,Arizona,Maricopa,4,13,NA,NA,NA,331770,20351,39321,20495,17818,21233,18
602,FALSE,Fountain Hills,Arizona,Maricopa,4,13,NA,NA,NA,331770,20351,39321,20495,17818,21233,18
602,FALSE,Gilbert,Arizona,Maricopa,4,13,NA,NA,NA,331770,20351,39321,20495,17818,21233,18
602,FALSE,Mesa,Arizona,Maricopa,4,13,NA,NA,NA,331770,20351,39321,20495,17818,21233,18
602,FALSE,Scottsdale,Arizona,Maricopa,4,13,NA,NA,NA,331770,20351,39321,20495,17818,21233,18
602,FALSE,Tempe,Arizona,Maricopa,4,13,NA,NA,NA,331770,20351,39321,20495,17818,21233,18
602,TRUE,Phoenix,Arizona,Maricopa,4,13,NA,NA,NA,331770,20351,39321,20495,17818,21233,18
602,FALSE,Avondale,Arizona,Maricopa,4,13,NA,NA,NA,331770,20351,39321,20495,17818,21233,18
602,FALSE,Glendale,Arizona,Maricopa,4,13,NA,NA,NA,331770,20351,39321,20495,17818,21233,18
602,FALSE,Peoria,Arizona,Maricopa,4,13,NA,NA,NA,331770,20351,39321,20495,17818,21233,18
602,FALSE,Sun City West,Arizona,Maricopa,4,13,NA,NA,NA,331770,20351,39321,20495,17818,21233,18
602,FALSE,Surprise,Arizona,Maricopa,4,13,NA,NA,NA,331770,20351,39321,20495,17818,21233,18
404,FALSE,Athens,Georgia,Clarke,13,59,NA,NA,NA,36550,2735,3809,2312,1180,9942,18
404,FALSE,Athens,Georgia,Clarke,13,59,NA,NA,NA,36550,2735,3809,2312,1180,9942,18
213,FALSE,Goleta,California,Santa Barbara,6,83,NA,NA,NA,98220,14765,10181,9034,4306,4027,6
213,FALSE,Lompoc,California,Santa Barbara,6,83,NA,NA,NA,98220,14765,10181,9034,4306,4027,6
213,FALSE,Orcutt,California,Santa Barbara,6,83,NA,NA,NA,98220,14765,10181,9034,4306,4027,6
213,FALSE,Santa Barbara,California,Santa Barbara,6,83,NA,NA,NA,98220,14765,10181,9034,4306,4027,6
213,FALSE,Santa Maria,California,Santa Barbara,6,83,NA,NA,NA,98220,14765,10181,9034,4306,4027,6
213,FALSE,Carpinteria,California,Santa Barbara,6,83,NA,NA,NA,98220,14765,10181,9034,4306,4027,6
213,FALSE,Camarillo,California,Ventura,6,111,NA,NA,NA,114647,8056,13207,7628,5280,2981,6
213,FALSE,Moorpark,California,Ventura,6,111,NA,NA,NA,114647,8056,13207,7628,5280,2981,6
213,FALSE,Oxnard,California,Ventura,6,111,NA,NA,NA,114647,8056,13207,7628,5280,2981,6
213,FALSE,Port Hueneme,California,Ventura,6,111,NA,NA,NA,114647,8056,13207,7628,5280,2981,6
213,FALSE,Ventura,California,Ventura,6,111,NA,NA,NA,114647,8056,13207,7628,5280,2981,6
213,FALSE,Santa Paula,California,Ventura,6,111,NA,NA,NA,114647,8056,13207,7628,5280,2981,6
213,FALSE,Simi Valley,California,Ventura,6,111,NA,NA,NA,114647,8056,13207,7628,5280,2981,6
213,FALSE,Thousand Oaks,California,Ventura,6,111,NA,NA,NA,114647,8056,13207,7628,5280,2981,6
404,TRUE,Candler-McAfee,Georgia,DeKalb,13,89,NA,NA,NA,136395,12316,16384,7785,6650,14458,18
404,TRUE,Tucker,Georgia,DeKalb,13,89,NA,NA,NA,136395,12316,16384,7785,6650,14458,18
404,FALSE,Candler-McAfee,Georgia,DeKalb,13,89,NA,NA,NA,136395,12316,16384,7785,6650,14458,18
404,FALSE,Dunwoody,Georgia,DeKalb,13,89,NA,NA,NA,136395,12316,16384,7785,6650,14458,18
404,FALSE,Redan,Georgia,DeKalb,13,89,NA,NA,NA,136395,12316,16384,7785,6650,14458,18
404,FALSE,Tucker,Georgia,DeKalb,13,89,NA,NA,NA,136395,12316,16384,7785,6650,14458,18
404,FALSE,Dunwoody,Georgia,DeKalb,13,89,NA,NA,NA,136395,12316,16384,7785,6650,14458,18
404,FALSE,Redan,Georgia,DeKalb,13,89,NA,NA,NA,136395,12316,16384,7785,6650,14458,18
404,FALSE,Tucker,Georgia,DeKalb,13,89,NA,NA,NA,136395,12316,16384,7785,6650,14458,18
205,FALSE,Anniston,Alabama,Calhoun,1,15,NA,NA,NA,79539,3423,9910,4335,2364,15192,17
214,FALSE,Denison,Texas,Grayson,48,181,NA,NA,NA,70467,6735,7068,7152,1618,6201,7
214,FALSE,Sherman,Texas,Grayson,48,181,NA,NA,NA,70467,6735,7068,7152,1618,6201,7
213,FALSE,La Habra,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Seal Beach,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Anaheim,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Brea,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Buena Park,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Cypress,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Fountain Valley,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Fullerton,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Garden Grove,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Huntington Beach,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Orange,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Placentia,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Santa Ana,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Stanton,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,North Tustin,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Westminster,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Yorba Linda,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Anaheim,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Brea,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Buena Park,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Cypress,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Fountain Valley,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Fullerton,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Garden Grove,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Huntington Beach,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Orange,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Placentia,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Santa Ana,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Stanton,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,North Tustin,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Westminster,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Yorba Linda,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Aliso Viejo,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Costa Mesa,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Dana Point,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Irvine,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Laguna Beach,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Laguna Hills,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Laguna Niguel,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Lake Forest,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Mission Viejo,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Newport Beach,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,Rancho Santa Margarita,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,San Clemente,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
213,FALSE,San Juan Capistrano,California,Orange,6,59,NA,NA,NA,216224,18781,23648,20994,18742,2595,6
214,FALSE,Paris,Texas,Lamar,48,277,NA,NA,NA,43033,2738,4520,4137,616,8004,7
803,TRUE,Aiken,South Carolina,Aiken,45,3,NA,NA,NA,53137,1638,6673,3306,1958,19342,21
205,TRUE,Bessemer,Alabama,Jefferson,1,73,NA,NA,NA,558928,50334,65379,32843,15164,208480,17
205,TRUE,Birmingham,Alabama,Jefferson,1,73,NA,NA,NA,558928,50334,65379,32843,15164,208480,17
205,TRUE,Center Point,Alabama,Jefferson,1,73,NA,NA,NA,558928,50334,65379,32843,15164,208480,17
205,TRUE,Homewood,Alabama,Jefferson,1,73,NA,NA,NA,558928,50334,65379,32843,15164,208480,17
205,TRUE,Hoover,Alabama,Jefferson,1,73,NA,NA,NA,558928,50334,65379,32843,15164,208480,17
205,TRUE,Mountain Brook,Alabama,Jefferson,1,73,NA,NA,NA,558928,50334,65379,32843,15164,208480,17
205,TRUE,Vestavia Hills,Alabama,Jefferson,1,73,NA,NA,NA,558928,50334,65379,32843,15164,208480,17
915,FALSE,Lubbock,Texas,Lubbock,48,303,NA,NA,NA,101048,6782,12626,4105,4790,7983,15
404,FALSE,Douglasville,Georgia,Douglas,13,97,NA,NA,NA,12173,206,1501,805,390,1984,18
404,FALSE,Douglasville,Georgia,Douglas,13,97,NA,NA,NA,12173,206,1501,805,390,1984,18
601,FALSE,Columbus,Mississippi,Lowndes,28,87,NA,NA,NA,37852,1516,4682,2637,1372,18396,17
214,FALSE,Texarkana,Texas,Bowie,48,37,NA,NA,NA,61966,3365,7099,4373,1180,15244,7
404,FALSE,Martinez,Georgia,Columbia,13,73,NA,NA,NA,9525,123,1269,701,382,4562,18
404,FALSE,Martinez,Georgia,Columbia,13,73,NA,NA,NA,9525,123,1269,701,382,4562,18
404,TRUE,Forest Park,Georgia,Clayton,13,63,NA,NA,NA,22872,231,3189,1124,1164,3797,18
404,FALSE,Forest Park,Georgia,Clayton,13,63,NA,NA,NA,22872,231,3189,1124,1164,3797,18
404,FALSE,Forest Park,Georgia,Clayton,13,63,NA,NA,NA,22872,231,3189,1124,1164,3797,18
501,FALSE,Texarkana,Arkansas,Miller,5,91,NA,NA,NA,32614,1844,3870,2427,662,8806,16
205,TRUE,Tuscaloosa,Alabama,Tuscaloosa,1,125,NA,NA,NA,94092,3318,10619,5826,2508,25875,17
505,FALSE,Hobbs,New Mexico,Lea,35,25,NA,NA,NA,30717,1293,4123,861,1410,1720,20
601,FALSE,Starkville,Mississippi,Oktibbeha,28,105,NA,NA,NA,24569,705,3165,1543,760,11744,17
404,FALSE,Peachtree City,Georgia,Fayette,13,113,NA,NA,NA,7978,114,987,600,178,2545,18
404,FALSE,Peachtree City,Georgia,Fayette,13,113,NA,NA,NA,7978,114,987,600,178,2545,18
205,TRUE,Alabaster,Alabama,Shelby,1,117,NA,NA,NA,30362,473,3536,2206,806,6619,17
404,FALSE,Augusta,Georgia,Richmond,13,245,NA,NA,NA,108876,10292,12175,5989,3440,36800,18
404,FALSE,Augusta,Georgia,Richmond,13,245,NA,NA,NA,108876,10292,12175,5989,3440,36800,18
601,FALSE,Greenville,Mississippi,Washington,28,151,NA,NA,NA,70504,2824,9803,4766,2636,47097,17
803,FALSE,Goose Creek,South Carolina,Berkeley,45,15,NA,NA,NA,30251,67,4713,1477,796,19119,21
803,FALSE,Goose Creek,South Carolina,Berkeley,45,15,NA,NA,NA,30251,67,4713,1477,796,19119,21
213,FALSE,Oceanside,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,San Marcos,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Vista,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Carlsbad,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Encinitas,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Escondido,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Fallbrook,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Chula Vista,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Coronado,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,El Cajon,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Imperial Beach,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,La Mesa,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,La Presa,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Lemon Grove,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,National City,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Rancho San Diego,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,San Diego,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Santee,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Spring Valley,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Carlsbad,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Encinitas,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Escondido,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Fallbrook,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Oceanside,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,San Marcos,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Vista,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,FALSE,Poway,California,San Diego,6,73,NA,NA,NA,556808,56725,60861,44877,26928,23943,6
213,TRUE,Los Angeles,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Beverly Hills,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,West Carson,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Culver City,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Gardena,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Hawthorne,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Inglewood,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Lawndale,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Lennox,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Lomita,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Lynwood,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Manhattan Beach,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Rancho Palos Verdes,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Redondo Beach,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Santa Monica,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Torrance,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Bell,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Bell Gardens,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Cudahy,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,East Los Angeles,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Florence-Graham,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Huntington Park,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Maywood,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Montebello,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,South Gate,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,West Hollywood,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Westmont,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Beverly Hills,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,West Carson,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Culver City,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Gardena,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Hawthorne,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Inglewood,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Lawndale,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Lennox,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Lomita,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Lynwood,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Manhattan Beach,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Rancho Palos Verdes,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Redondo Beach,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Santa Monica,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Torrance,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Bellflower,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Cerritos,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,Downey,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
213,FALSE,La Mirada,California,Los Angeles,6,37,NA,NA,NA,4151687,586060,401822,377445,136960,274011,6
