original_area_code,original,city,current_state,current_county,current_state_fip,current_county_fip,old_county_fips,state,old_county,population_1950,residence_telephones_1945,population_under5_1950,population_over65_1950,births,black_pop,dial_pulls
801,FALSE,South Jordan,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,FALSE,South Salt Lake,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,FALSE,Taylorsville,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,FALSE,West Jordan,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,FALSE,West Valley City,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,TRUE,Cottonwood Heights,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,TRUE,Draper,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,TRUE,East Millcreek,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,TRUE,Kearns,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,TRUE,Magna,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,TRUE,Midvale,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,TRUE,Millcreek,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,TRUE,Murray,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,TRUE,Riverton,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,TRUE,Salt Lake City,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,TRUE,Sandy City,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,TRUE,South Jordan,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,TRUE,South Salt Lake,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,TRUE,Taylorsville,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,TRUE,West Jordan,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
801,TRUE,West Valley City,Utah,Salt Lake,49,35,NA,NA,NA,274895,39339,35724,18585,11476,3849,19
419,TRUE,Lima,Ohio,Allen,39,3,NA,NA,NA,88183,15532,10022,8097,2550,4409,14
419,FALSE,Lima,Ohio,Allen,39,3,NA,NA,NA,88183,15532,10022,8097,2550,4409,14
212,FALSE,The Bronx,New York,Bronx,36,5,NA,NA,NA,1451277,154225,120091,105862,28590,100138,5
212,FALSE,The Bronx,New York,Bronx,36,5,NA,NA,NA,1451277,154225,120091,105862,28590,100138,5
212,FALSE,The Bronx,New York,Bronx,36,5,NA,NA,NA,1451277,154225,120091,105862,28590,100138,5
212,FALSE,The Bronx,New York,Bronx,36,5,NA,NA,NA,1451277,154225,120091,105862,28590,100138,5
317,FALSE,Logansport,Indiana,Cass,18,17,NA,NA,NA,38793,6165,3707,4963,848,388,11
201,FALSE,Belleville,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,Bloomfield,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,East Orange,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,Irvington,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,Livingston,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,Maplewood,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,Montclair,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,Newark,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,Nutley,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,West Orange,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,Summit,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,Belleville,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,Bloomfield,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,East Orange,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,Irvington,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,Livingston,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,Maplewood,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,Montclair,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,Newark,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,Nutley,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
201,FALSE,West Orange,New Jersey,Essex,34,13,NA,NA,NA,905949,128638,79865,74367,19854,105090,13
712,TRUE,Shenandoah,Iowa,Page,19,145,NA,NA,NA,23921,5483,2215,3279,380,120,10
712,TRUE,Clarinda,Iowa,Page,19,145,NA,NA,NA,23921,5483,2215,3279,380,120,10
515,FALSE,Keosauqua,Iowa,Van Buren,19,177,NA,NA,NA,11007,2826,989,1762,172,11,11
515,FALSE,Bedford,Iowa,Taylor,19,173,NA,NA,NA,12420,3534,1123,1891,162,12,11
515,FALSE,Mount Ayr,Iowa,Ringgold,19,159,NA,NA,NA,9528,2007,941,1296,124,0,11
515,FALSE,Centerville,Iowa,Appanoose,19,7,NA,NA,NA,19683,3184,1726,2883,254,217,11
515,FALSE,Chariton,Iowa,Wayne,19,185,NA,NA,NA,11737,2543,994,1822,156,12,11
515,FALSE,Corydon,Iowa,Wayne,19,185,NA,NA,NA,11737,2543,994,1822,156,12,11
914,TRUE,Harrison,New York,Westchester,36,119,NA,NA,NA,625816,99643,55855,51719,15938,38801,14
914,TRUE,Mount Vernon,New York,Westchester,36,119,NA,NA,NA,625816,99643,55855,51719,15938,38801,14
914,TRUE,New Rochelle,New York,Westchester,36,119,NA,NA,NA,625816,99643,55855,51719,15938,38801,14
914,TRUE,Ossining,New York,Westchester,36,119,NA,NA,NA,625816,99643,55855,51719,15938,38801,14
914,TRUE,Peekskill,New York,Westchester,36,119,NA,NA,NA,625816,99643,55855,51719,15938,38801,14
914,TRUE,Port Chester,New York,Westchester,36,119,NA,NA,NA,625816,99643,55855,51719,15938,38801,14
914,TRUE,White Plains,New York,Westchester,36,119,NA,NA,NA,625816,99643,55855,51719,15938,38801,14
914,TRUE,Yonkers,New York,Westchester,36,119,NA,NA,NA,625816,99643,55855,51719,15938,38801,14
212,TRUE,New York City,New York,New York,36,61,NA,NA,NA,1960101,189660,139044,171323,31978,403781,5
212,FALSE,New York City,New York,New York,36,61,NA,NA,NA,1960101,189660,139044,171323,31978,403781,5
212,FALSE,New York City,New York,New York,36,61,NA,NA,NA,1960101,189660,139044,171323,31978,403781,5
212,FALSE,New York City,New York,New York,36,61,NA,NA,NA,1960101,189660,139044,171323,31978,403781,5
212,FALSE,New York City,New York,New York,36,61,NA,NA,NA,1960101,189660,139044,171323,31978,403781,5
212,FALSE,New York City,New York,New York,36,61,NA,NA,NA,1960101,189660,139044,171323,31978,403781,5
212,TRUE,Manhattan,New York,New York,36,61,NA,NA,NA,1960101,189660,139044,171323,31978,403781,5
212,FALSE,The Bronx,New York,Bronx,36,5,NA,NA,NA,1451277,154225,120091,105862,28590,100138,5
212,FALSE,The Bronx,New York,Bronx,36,5,NA,NA,NA,1451277,154225,120091,105862,28590,100138,5
212,FALSE,The Bronx,New York,Bronx,36,5,NA,NA,NA,1451277,154225,120091,105862,28590,100138,5
212,FALSE,The Bronx,New York,Bronx,36,5,NA,NA,NA,1451277,154225,120091,105862,28590,100138,5
201,TRUE,Bayonne,New Jersey,Hudson,34,17,NA,NA,NA,647437,61530,58190,49182,13116,23955,13
201,TRUE,Hoboken,New Jersey,Hudson,34,17,NA,NA,NA,647437,61530,58190,49182,13116,23955,13
201,TRUE,Jersey City,New Jersey,Hudson,34,17,NA,NA,NA,647437,61530,58190,49182,13116,23955,13
201,TRUE,Kearny,New Jersey,Hudson,34,17,NA,NA,NA,647437,61530,58190,49182,13116,23955,13
201,TRUE,North Bergen,New Jersey,Hudson,34,17,NA,NA,NA,647437,61530,58190,49182,13116,23955,13
201,TRUE,Union City,New Jersey,Hudson,34,17,NA,NA,NA,647437,61530,58190,49182,13116,23955,13
201,TRUE,West New York,New Jersey,Hudson,34,17,NA,NA,NA,647437,61530,58190,49182,13116,23955,13
201,FALSE,Bayonne,New Jersey,Hudson,34,17,NA,NA,NA,647437,61530,58190,49182,13116,23955,13
201,FALSE,Hoboken,New Jersey,Hudson,34,17,NA,NA,NA,647437,61530,58190,49182,13116,23955,13
201,FALSE,Jersey City,New Jersey,Hudson,34,17,NA,NA,NA,647437,61530,58190,49182,13116,23955,13
201,FALSE,Kearny,New Jersey,Hudson,34,17,NA,NA,NA,647437,61530,58190,49182,13116,23955,13
201,FALSE,North Bergen,New Jersey,Hudson,34,17,NA,NA,NA,647437,61530,58190,49182,13116,23955,13
201,FALSE,Union City,New Jersey,Hudson,34,17,NA,NA,NA,647437,61530,58190,49182,13116,23955,13
201,FALSE,West New York,New Jersey,Hudson,34,17,NA,NA,NA,647437,61530,58190,49182,13116,23955,13
201,FALSE,Kearny,New Jersey,Hudson,34,17,NA,NA,NA,647437,61530,58190,49182,13116,23955,13
201,FALSE,Union City,New Jersey,Hudson,34,17,NA,NA,NA,647437,61530,58190,49182,13116,23955,13
212,FALSE,Borough of Queens,New York,Queens,36,81,NA,NA,NA,1550849,181883,140521,109731,35466,54280,5
212,FALSE,Borough of Queens,New York,Queens,36,81,NA,NA,NA,1550849,181883,140521,109731,35466,54280,5
212,FALSE,Borough of Queens,New York,Queens,36,81,NA,NA,NA,1550849,181883,140521,109731,35466,54280,5
212,FALSE,Borough of Queens,New York,Queens,36,81,NA,NA,NA,1550849,181883,140521,109731,35466,54280,5
212,FALSE,Queens,New York,Queens,36,81,NA,NA,NA,1550849,181883,140521,109731,35466,54280,5
215,FALSE,Allentown,Pennsylvania,Lehigh,42,77,NA,NA,NA,198207,21090,18181,17243,4574,595,8
215,FALSE,Allentown,Pennsylvania,Lehigh,42,77,NA,NA,NA,198207,21090,18181,17243,4574,595,8
201,FALSE,North Plainfield,New Jersey,Somerset,34,35,NA,NA,NA,99052,8331,10142,7495,3390,3170,13
201,FALSE,Somerset,New Jersey,Somerset,34,35,NA,NA,NA,99052,8331,10142,7495,3390,3170,13
201,FALSE,North Plainfield,New Jersey,Somerset,34,35,NA,NA,NA,99052,8331,10142,7495,3390,3170,13
201,FALSE,Somerset,New Jersey,Somerset,34,35,NA,NA,NA,99052,8331,10142,7495,3390,3170,13
217,FALSE,Bloomington,Illinois,McLean,17,113,NA,NA,NA,76577,13901,7487,8260,1860,996,10
217,FALSE,Normal,Illinois,McLean,17,113,NA,NA,NA,76577,13901,7487,8260,1860,996,10
217,TRUE,Bloomington,Illinois,McLean,17,113,NA,NA,NA,76577,13901,7487,8260,1860,996,10
217,FALSE,East Peoria,Illinois,Tazewell,17,179,NA,NA,NA,76165,7587,9088,5007,2474,76,10
217,FALSE,Pekin,Illinois,Tazewell,17,179,NA,NA,NA,76165,7587,9088,5007,2474,76,10
814,TRUE,Altoona,Pennsylvania,Blair,42,13,NA,NA,NA,139514,20034,14476,13683,2768,1116,13
201,FALSE,Rahway,New Jersey,Union,34,39,NA,NA,NA,398138,59094,39412,28320,10164,25481,13
201,FALSE,Rahway,New Jersey,Union,34,39,NA,NA,NA,398138,59094,39412,28320,10164,25481,13
201,FALSE,Hillside,New Jersey,Union,34,39,NA,NA,NA,398138,59094,39412,28320,10164,25481,13
201,FALSE,Cranford,New Jersey,Union,34,39,NA,NA,NA,398138,59094,39412,28320,10164,25481,13
201,FALSE,Elizabeth,New Jersey,Union,34,39,NA,NA,NA,398138,59094,39412,28320,10164,25481,13
201,FALSE,Hillside,New Jersey,Union,34,39,NA,NA,NA,398138,59094,39412,28320,10164,25481,13
201,FALSE,Linden,New Jersey,Union,34,39,NA,NA,NA,398138,59094,39412,28320,10164,25481,13
201,FALSE,Roselle,New Jersey,Union,34,39,NA,NA,NA,398138,59094,39412,28320,10164,25481,13
201,FALSE,Scotch Plains,New Jersey,Union,34,39,NA,NA,NA,398138,59094,39412,28320,10164,25481,13
201,FALSE,Westfield,New Jersey,Union,34,39,NA,NA,NA,398138,59094,39412,28320,10164,25481,13
212,FALSE,Brooklyn,New York,Kings,36,47,NA,NA,NA,2738175,249079,247163,202838,56966,213578,5
212,FALSE,Brooklyn,New York,Kings,36,47,NA,NA,NA,2738175,249079,247163,202838,56966,213578,5
212,FALSE,Brooklyn,New York,Kings,36,47,NA,NA,NA,2738175,249079,247163,202838,56966,213578,5
212,FALSE,Brooklyn,New York,Kings,36,47,NA,NA,NA,2738175,249079,247163,202838,56966,213578,5
814,TRUE,Johnstown,Pennsylvania,Cambria,42,21,NA,NA,NA,209541,16936,22653,15382,4386,3143,13
614,FALSE,Marion,Ohio,Marion,39,101,NA,NA,NA,49959,7639,5451,5060,1408,699,11
614,FALSE,Marion,Ohio,Marion,39,101,NA,NA,NA,49959,7639,5451,5060,1408,699,11
212,TRUE,New York City,New York,New York,36,61,NA,NA,NA,1960101,189660,139044,171323,31978,403781,5
212,FALSE,New York City,New York,New York,36,61,NA,NA,NA,1960101,189660,139044,171323,31978,403781,5
212,FALSE,New York City,New York,New York,36,61,NA,NA,NA,1960101,189660,139044,171323,31978,403781,5
212,FALSE,New York City,New York,New York,36,61,NA,NA,NA,1960101,189660,139044,171323,31978,403781,5
212,FALSE,New York City,New York,New York,36,61,NA,NA,NA,1960101,189660,139044,171323,31978,403781,5
212,FALSE,New York City,New York,New York,36,61,NA,NA,NA,1960101,189660,139044,171323,31978,403781,5
212,TRUE,Manhattan,New York,New York,36,61,NA,NA,NA,1960101,189660,139044,171323,31978,403781,5
402,TRUE,Hastings,Nebraska,Adams,31,1,NA,NA,NA,28855,3866,2882,3176,608,202,16
402,FALSE,Hastings,Nebraska,Adams,31,1,NA,NA,NA,28855,3866,2882,3176,608,202,16
814,TRUE,Greensburg,Pennsylvania,Westmoreland,42,129,NA,NA,NA,313179,32090,32352,24745,7128,6264,13
215,FALSE,Reading,Pennsylvania,Berks,42,11,NA,NA,NA,255740,32981,22572,24375,5278,3325,8
215,FALSE,Reading,Pennsylvania,Berks,42,11,NA,NA,NA,255740,32981,22572,24375,5278,3325,8
412,TRUE,Bethel Park,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,TRUE,McKeesport,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,TRUE,Mount Lebanon,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,TRUE,Monroeville,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,TRUE,Penn Hills,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,TRUE,Pittsburgh,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,TRUE,Plum,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,TRUE,Upper Saint Clair,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,TRUE,West Mifflin,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,FALSE,Monroeville,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,FALSE,Plum,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,FALSE,Upper Saint Clair,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,FALSE,Bethel Park,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,FALSE,McKeesport,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,FALSE,Mount Lebanon,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,FALSE,Monroeville,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,FALSE,Penn Hills,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,FALSE,Pittsburgh,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,FALSE,Plum,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,FALSE,Upper Saint Clair,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
412,FALSE,West Mifflin,Pennsylvania,Allegheny,42,3,NA,NA,NA,1515237,222067,146622,118063,35104,113643,7
717,TRUE,Harrisburg,Pennsylvania,Dauphin,42,43,NA,NA,NA,197784,34146,19157,17994,4868,14636,15
717,TRUE,Dauphin,Pennsylvania,Dauphin,42,43,NA,NA,NA,197784,34146,19157,17994,4868,14636,15
317,FALSE,Marion,Indiana,Grant,18,53,NA,NA,NA,62156,8532,6636,6018,2002,2175,11
212,FALSE,Staten Island,New York,Richmond,36,85,NA,NA,NA,191555,21078,19070,15481,4706,5555,5
212,FALSE,Staten Island,New York,Richmond,36,85,NA,NA,NA,191555,21078,19070,15481,4706,5555,5
212,FALSE,Staten Island,New York,Richmond,36,85,NA,NA,NA,191555,21078,19070,15481,4706,5555,5
212,FALSE,Staten Island,New York,Richmond,36,85,NA,NA,NA,191555,21078,19070,15481,4706,5555,5
319,TRUE,Fort Madison,Iowa,Hancock,17,67,NA,NA,NA,25790,4178,2471,3623,452,26,13
304,TRUE,Weirton,West Virginia,Hancock,54,29,NA,NA,NA,34388,4623,3817,1894,968,1341,17
304,FALSE,Weirton,West Virginia,Hancock,54,29,NA,NA,NA,34388,4623,3817,1894,968,1341,17
201,FALSE,Carteret,New Jersey,Middlesex,34,23,NA,NA,NA,264872,25110,26860,17369,10308,9800,13
201,FALSE,East Brunswick,New Jersey,Middlesex,34,23,NA,NA,NA,264872,25110,26860,17369,10308,9800,13
201,FALSE,Edison,New Jersey,Middlesex,34,23,NA,NA,NA,264872,25110,26860,17369,10308,9800,13
201,FALSE,New Brunswick,New Jersey,Middlesex,34,23,NA,NA,NA,264872,25110,26860,17369,10308,9800,13
201,FALSE,South Old Bridge,New Jersey,Middlesex,34,23,NA,NA,NA,264872,25110,26860,17369,10308,9800,13
201,FALSE,Perth Amboy,New Jersey,Middlesex,34,23,NA,NA,NA,264872,25110,26860,17369,10308,9800,13
201,FALSE,Sayreville,New Jersey,Middlesex,34,23,NA,NA,NA,264872,25110,26860,17369,10308,9800,13
201,FALSE,Carteret,New Jersey,Middlesex,34,23,NA,NA,NA,264872,25110,26860,17369,10308,9800,13
201,FALSE,East Brunswick,New Jersey,Middlesex,34,23,NA,NA,NA,264872,25110,26860,17369,10308,9800,13
201,FALSE,Edison,New Jersey,Middlesex,34,23,NA,NA,NA,264872,25110,26860,17369,10308,9800,13
201,FALSE,New Brunswick,New Jersey,Middlesex,34,23,NA,NA,NA,264872,25110,26860,17369,10308,9800,13
201,FALSE,South Old Bridge,New Jersey,Middlesex,34,23,NA,NA,NA,264872,25110,26860,17369,10308,9800,13
201,FALSE,Perth Amboy,New Jersey,Middlesex,34,23,NA,NA,NA,264872,25110,26860,17369,10308,9800,13
201,FALSE,Sayreville,New Jersey,Middlesex,34,23,NA,NA,NA,264872,25110,26860,17369,10308,9800,13
201,FALSE,South Plainfield,New Jersey,Middlesex,34,23,NA,NA,NA,264872,25110,26860,17369,10308,9800,13
215,TRUE,Levittown,Pennsylvania,Bucks,42,17,NA,NA,NA,144620,14160,15303,11978,7778,2603,8
215,FALSE,Levittown,Pennsylvania,Bucks,42,17,NA,NA,NA,144620,14160,15303,11978,7778,2603,8
215,TRUE,Bristol,Pennsylvania,Bucks,42,17,NA,NA,NA,144620,14160,15303,11978,7778,2603,8
801,FALSE,American Fork,Utah,Utah,49,49,NA,NA,NA,81912,5554,11221,4401,3256,328,19
801,FALSE,Orem,Utah,Utah,49,49,NA,NA,NA,81912,5554,11221,4401,3256,328,19
801,FALSE,Pleasant Grove,Utah,Utah,49,49,NA,NA,NA,81912,5554,11221,4401,3256,328,19
801,FALSE,Provo,Utah,Utah,49,49,NA,NA,NA,81912,5554,11221,4401,3256,328,19
801,FALSE,Spanish Fork,Utah,Utah,49,49,NA,NA,NA,81912,5554,11221,4401,3256,328,19
801,FALSE,Springville,Utah,Utah,49,49,NA,NA,NA,81912,5554,11221,4401,3256,328,19
801,TRUE,American Fork,Utah,Utah,49,49,NA,NA,NA,81912,5554,11221,4401,3256,328,19
801,TRUE,Orem,Utah,Utah,49,49,NA,NA,NA,81912,5554,11221,4401,3256,328,19
801,TRUE,Pleasant Grove,Utah,Utah,49,49,NA,NA,NA,81912,5554,11221,4401,3256,328,19
801,TRUE,Provo,Utah,Utah,49,49,NA,NA,NA,81912,5554,11221,4401,3256,328,19
801,TRUE,Spanish Fork,Utah,Utah,49,49,NA,NA,NA,81912,5554,11221,4401,3256,328,19
801,TRUE,Springville,Utah,Utah,49,49,NA,NA,NA,81912,5554,11221,4401,3256,328,19
317,FALSE,Kokomo,Indiana,Howard,18,67,NA,NA,NA,54498,6947,6232,4738,1856,1526,11
317,FALSE,West Lafayette,Indiana,Tippecanoe,18,157,NA,NA,NA,74473,10194,7699,6038,2286,521,11
317,FALSE,Lafayette,Indiana,Tippecanoe,18,157,NA,NA,NA,74473,10194,7699,6038,2286,521,11
717,TRUE,Lebanon,Pennsylvania,Lebanon,42,75,NA,NA,NA,81683,7593,8693,7136,2102,245,15
217,TRUE,Danville,Illinois,Vermilion,17,183,NA,NA,NA,87079,11796,8490,9188,2142,3657,10
513,FALSE,Sidney,Ohio,Shelby,39,149,NA,NA,NA,28488,3526,3334,2828,816,256,9
201,FALSE,West Long Branch,New Jersey,Monmouth,34,25,NA,NA,NA,225327,26327,22163,21796,8072,20730,13
201,FALSE,West Long Branch,New Jersey,Monmouth,34,25,NA,NA,NA,225327,26327,22163,21796,8072,20730,13
916,FALSE,Quincy,California,Plumas,6,63,NA,NA,NA,13519,600,1552,825,216,500,16
916,FALSE,Chester,California,Plumas,6,63,NA,NA,NA,13519,600,1552,825,216,500,16
215,FALSE,Norristown,Pennsylvania,Montgomery,42,91,NA,NA,NA,353068,54809,33198,30967,10536,15182,8
215,FALSE,Pottstown,Pennsylvania,Montgomery,42,91,NA,NA,NA,353068,54809,33198,30967,10536,15182,8
215,FALSE,Norristown,Pennsylvania,Montgomery,42,91,NA,NA,NA,353068,54809,33198,30967,10536,15182,8
215,FALSE,Pottstown,Pennsylvania,Montgomery,42,91,NA,NA,NA,353068,54809,33198,30967,10536,15182,8
215,FALSE,West Norriton,Pennsylvania,Montgomery,42,91,NA,NA,NA,353068,54809,33198,30967,10536,15182,8
215,FALSE,Conshohocken,Pennsylvania,Montgomery,42,91,NA,NA,NA,353068,54809,33198,30967,10536,15182,8
614,FALSE,Delaware,Ohio,Delaware,39,41,NA,NA,NA,30278,3817,2958,3421,840,727,11
614,FALSE,Delaware,Ohio,Delaware,39,41,NA,NA,NA,30278,3817,2958,3421,840,727,11
317,FALSE,Frankfort,Indiana,Clinton,18,23,NA,NA,NA,29734,5778,3034,3419,612,59,11
201,FALSE,Ewing,New Jersey,Mercer,34,21,NA,NA,NA,229781,24925,20530,18476,5616,20680,13
201,FALSE,Trenton,New Jersey,Mercer,34,21,NA,NA,NA,229781,24925,20530,18476,5616,20680,13
217,TRUE,Champaign,Illinois,Champaign,17,19,NA,NA,NA,106100,12982,10779,7123,2958,4881,10
217,TRUE,Urbana,Illinois,Champaign,17,19,NA,NA,NA,106100,12982,10779,7123,2958,4881,10
317,FALSE,Anderson,Indiana,Madison,18,95,NA,NA,NA,103911,14781,11113,8791,2838,2806,11
317,FALSE,Muncie,Indiana,Delaware,18,35,NA,NA,NA,90252,11096,10125,7363,2638,4513,11
513,FALSE,Greenville,Ohio,Darke,39,37,NA,NA,NA,41799,4666,4552,4908,920,209,9
717,TRUE,Carlisle,Pennsylvania,Cumberland,42,41,NA,NA,NA,94457,5423,9938,7971,2730,1700,15
717,TRUE,Lancaster,Pennsylvania,Lancaster,42,71,NA,NA,NA,234717,29921,24639,22606,6366,2817,15
717,TRUE,Chambersburg,Pennsylvania,Franklin,42,55,NA,NA,NA,75927,7162,8078,6860,1932,1367,15
614,FALSE,Newark,Ohio,Licking,39,89,NA,NA,NA,70645,10462,7087,7950,2088,918,11
614,FALSE,Newark,Ohio,Licking,39,89,NA,NA,NA,70645,10462,7087,7950,2088,918,11
816,FALSE,Trenton,Missouri,Grundy,29,79,NA,NA,NA,13220,2212,1028,2126,210,40,15
303,TRUE,Boulder,Colorado,Boulder,8,13,NA,NA,NA,48296,6029,4510,4858,1864,580,16
303,TRUE,Broomfield,Colorado,Boulder,8,13,NA,NA,NA,48296,6029,4510,4858,1864,580,16
303,TRUE,Lafayette,Colorado,Boulder,8,13,NA,NA,NA,48296,6029,4510,4858,1864,580,16
303,TRUE,Longmont,Colorado,Boulder,8,13,NA,NA,NA,48296,6029,4510,4858,1864,580,16
303,FALSE,Boulder,Colorado,Boulder,8,13,NA,NA,NA,48296,6029,4510,4858,1864,580,16
303,FALSE,Broomfield,Colorado,Boulder,8,13,NA,NA,NA,48296,6029,4510,4858,1864,580,16
