new_area_code,original_area_code,original,city,current_state,current_county,current_state_fip,current_county_fip,old_county_fips,state,county,population_1950,residence_telephones_1945,population_under5_1950,population_over65_1950,births,black_pop,dial_pulls
224,312,FALSE,Niles,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
224,312,FALSE,Northbrook,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
224,312,FALSE,Palatine,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
224,312,FALSE,Park Ridge,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
224,312,FALSE,Rolling Meadows,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
224,312,FALSE,Schaumburg,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
224,312,FALSE,Skokie,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
224,312,FALSE,Wheeling,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
224,312,FALSE,Wilmette,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
331,312,FALSE,Bartlett,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
331,312,FALSE,Hanover Park,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
331,312,FALSE,Streamwood,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
630,312,FALSE,Bartlett,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
630,312,FALSE,Hanover Park,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
630,312,FALSE,Streamwood,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Bellwood,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Berwyn,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Blue Island,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Burbank,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Calumet City,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Chicago Heights,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Cicero,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Dolton,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Elmwood Park,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Evergreen Park,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Harvey,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Lansing,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Maywood,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Melrose Park,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Oak Forest,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Oak Lawn,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Oak Park,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Orland Park,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Park Forest,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,South Holland,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
708,312,FALSE,Tinley Park,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
847,312,FALSE,Arlington Heights,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
847,312,FALSE,Buffalo Grove,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
847,312,FALSE,Des Plaines,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
847,312,FALSE,Elk Grove Village,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
847,312,FALSE,Evanston,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
847,312,FALSE,Glenview,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
847,312,FALSE,Hoffman Estates,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
847,312,FALSE,Morton Grove,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
847,312,FALSE,Mount Prospect,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
847,312,FALSE,Niles,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
847,312,FALSE,Northbrook,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
847,312,FALSE,Palatine,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
847,312,FALSE,Park Ridge,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
847,312,FALSE,Rolling Meadows,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
847,312,FALSE,Schaumburg,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
847,312,FALSE,Skokie,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
847,312,FALSE,Wheeling,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
847,312,FALSE,Wilmette,Illinois,cook,17,31,NA,NA,NA,4508792,771112,419369,337304,126162,541055,6
779,815,FALSE,DeKalb,Illinois,dekalb,17,37,NA,NA,NA,40781,6918,4221,4152,1258,204,14
815,815,TRUE,DeKalb,Illinois,dekalb,17,37,NA,NA,NA,40781,6918,4221,4152,1258,204,14
508,617,FALSE,Attleboro,Massachusetts,bristol,25,5,NA,NA,NA,381569,45490,36341,37345,8114,4579,14
508,617,FALSE,Fall River,Massachusetts,bristol,25,5,NA,NA,NA,381569,45490,36341,37345,8114,4579,14
508,617,FALSE,New Bedford,Massachusetts,bristol,25,5,NA,NA,NA,381569,45490,36341,37345,8114,4579,14
508,617,FALSE,Taunton,Massachusetts,bristol,25,5,NA,NA,NA,381569,45490,36341,37345,8114,4579,14
774,617,FALSE,Attleboro,Massachusetts,bristol,25,5,NA,NA,NA,381569,45490,36341,37345,8114,4579,14
774,617,FALSE,Fall River,Massachusetts,bristol,25,5,NA,NA,NA,381569,45490,36341,37345,8114,4579,14
774,617,FALSE,New Bedford,Massachusetts,bristol,25,5,NA,NA,NA,381569,45490,36341,37345,8114,4579,14
774,617,FALSE,Taunton,Massachusetts,bristol,25,5,NA,NA,NA,381569,45490,36341,37345,8114,4579,14
734,313,FALSE,South Monroe,Michigan,monroe,26,115,NA,NA,NA,75666,6328,9263,5473,2538,1135,7
402,402,TRUE,Norfolk,Nebraska,madison,31,119,NA,NA,NA,24338,3448,2388,2837,572,73,16
531,402,FALSE,Norfolk,Nebraska,madison,31,119,NA,NA,NA,24338,3448,2388,2837,572,73,16
517,517,TRUE,Adrian,Michigan,lenawee,26,91,NA,NA,NA,64629,8007,7793,6576,1756,323,13
508,617,FALSE,Barnstable,Massachusetts,barnstable,25,1,NA,NA,NA,46805,9362,4743,5686,1848,2340,14
774,617,FALSE,Barnstable,Massachusetts,barnstable,25,1,NA,NA,NA,46805,9362,4743,5686,1848,2340,14
845,914,FALSE,Poughkeepsie,New York,dutchess,36,27,NA,NA,NA,136781,16637,10905,15073,3912,5608,14
860,203,FALSE,West Torrington,Connecticut,litchfield,9,5,NA,NA,NA,98872,18381,9739,9946,2528,593,15
959,203,FALSE,West Torrington,Connecticut,litchfield,9,5,NA,NA,NA,98872,18381,9739,9946,2528,593,15
860,203,FALSE,Bristol,Connecticut,hartford,9,3,NA,NA,NA,539661,83515,53445,43995,15852,16729,15
860,203,FALSE,Manchester,Connecticut,hartford,9,3,NA,NA,NA,539661,83515,53445,43995,15852,16729,15
860,203,FALSE,East Hartford,Connecticut,hartford,9,3,NA,NA,NA,539661,83515,53445,43995,15852,16729,15
860,203,FALSE,West Hartford,Connecticut,hartford,9,3,NA,NA,NA,539661,83515,53445,43995,15852,16729,15
860,203,FALSE,New Britain,Connecticut,hartford,9,3,NA,NA,NA,539661,83515,53445,43995,15852,16729,15
860,203,FALSE,Newington,Connecticut,hartford,9,3,NA,NA,NA,539661,83515,53445,43995,15852,16729,15
860,203,FALSE,Wethersfield,Connecticut,hartford,9,3,NA,NA,NA,539661,83515,53445,43995,15852,16729,15
959,203,FALSE,Bristol,Connecticut,hartford,9,3,NA,NA,NA,539661,83515,53445,43995,15852,16729,15
959,203,FALSE,Manchester,Connecticut,hartford,9,3,NA,NA,NA,539661,83515,53445,43995,15852,16729,15
959,203,FALSE,East Hartford,Connecticut,hartford,9,3,NA,NA,NA,539661,83515,53445,43995,15852,16729,15
959,203,FALSE,West Hartford,Connecticut,hartford,9,3,NA,NA,NA,539661,83515,53445,43995,15852,16729,15
959,203,FALSE,New Britain,Connecticut,hartford,9,3,NA,NA,NA,539661,83515,53445,43995,15852,16729,15
959,203,FALSE,Newington,Connecticut,hartford,9,3,NA,NA,NA,539661,83515,53445,43995,15852,16729,15
959,203,FALSE,Wethersfield,Connecticut,hartford,9,3,NA,NA,NA,539661,83515,53445,43995,15852,16729,15
563,319,FALSE,Clinton,Iowa,clinton,19,45,NA,NA,NA,49664,8763,5201,5000,1226,248,13
401,401,TRUE,Cranston,Rhode Island,providence,44,7,NA,NA,NA,574973,71125,53180,53214,11932,10924,15
401,401,TRUE,East Providence,Rhode Island,providence,44,7,NA,NA,NA,574973,71125,53180,53214,11932,10924,15
401,401,TRUE,North Providence,Rhode Island,providence,44,7,NA,NA,NA,574973,71125,53180,53214,11932,10924,15
401,401,TRUE,Pawtucket,Rhode Island,providence,44,7,NA,NA,NA,574973,71125,53180,53214,11932,10924,15
401,401,TRUE,Providence,Rhode Island,providence,44,7,NA,NA,NA,574973,71125,53180,53214,11932,10924,15
401,401,TRUE,Woonsocket,Rhode Island,providence,44,7,NA,NA,NA,574973,71125,53180,53214,11932,10924,15
530,916,FALSE,Weed,California,siskiyou,6,93,NA,NA,NA,30733,2599,3311,2493,662,1322,16
530,916,FALSE,Yreka,California,siskiyou,6,93,NA,NA,NA,30733,2599,3311,2493,662,1322,16
707,415,FALSE,Crescent City,California,del norte,6,15,NA,NA,NA,8078,247,944,708,488,509,10
435,801,FALSE,North Logan,Utah,cache,49,5,NA,NA,NA,33536,3433,4389,2259,1124,67,19
775,702,FALSE,Reno,Nevada,washoe,32,31,NA,NA,NA,50205,7704,4875,3816,2124,1556,19
775,702,FALSE,Sparks,Nevada,washoe,32,31,NA,NA,NA,50205,7704,4875,3816,2124,1556,19
530,916,FALSE,Alturas,California,modoc,6,49,NA,NA,NA,9678,418,1206,621,168,348,16
312,312,TRUE,West Chicago,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
331,312,FALSE,Addison,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
331,312,FALSE,Bensenville,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
331,312,FALSE,Bloomingdale,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
331,312,FALSE,Carol Stream,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
331,312,FALSE,Darien,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
331,312,FALSE,Downers Grove,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
331,312,FALSE,Elmhurst,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
331,312,FALSE,Glen Ellyn,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
331,312,FALSE,Glendale Heights,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
331,312,FALSE,Lisle,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
331,312,FALSE,Lombard,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
331,312,FALSE,Naperville,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
331,312,FALSE,Roselle,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
331,312,FALSE,Villa Park,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
331,312,FALSE,West Chicago,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
331,312,FALSE,Westmont,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
331,312,FALSE,Wheaton,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
331,312,FALSE,Woodridge,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
630,312,FALSE,Addison,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
630,312,FALSE,Bensenville,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
630,312,FALSE,Bloomingdale,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
630,312,FALSE,Carol Stream,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
630,312,FALSE,Darien,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
630,312,FALSE,Downers Grove,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
630,312,FALSE,Elmhurst,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
630,312,FALSE,Glen Ellyn,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
630,312,FALSE,Glendale Heights,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
630,312,FALSE,Lisle,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
630,312,FALSE,Lombard,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
630,312,FALSE,Naperville,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
630,312,FALSE,Roselle,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
630,312,FALSE,Villa Park,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
630,312,FALSE,West Chicago,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
630,312,FALSE,Westmont,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
630,312,FALSE,Wheaton,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
630,312,FALSE,Woodridge,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
773,312,FALSE,West Chicago,Illinois,dupage,17,43,NA,NA,NA,154599,24744,16822,10294,7218,618,6
440,216,FALSE,Ashtabula,Ohio,ashtabula,39,7,NA,NA,NA,78695,12129,8186,8317,2082,787,9
515,515,TRUE,Ankeny,Iowa,polk,19,153,NA,NA,NA,226010,39049,23865,20234,6780,8588,11
515,515,TRUE,West Des Moines,Iowa,polk,19,153,NA,NA,NA,226010,39049,23865,20234,6780,8588,11
515,515,TRUE,Urbandale,Iowa,polk,19,153,NA,NA,NA,226010,39049,23865,20234,6780,8588,11
319,319,TRUE,Iowa City,Iowa,johnson,19,103,NA,NA,NA,45756,6985,4876,3551,1594,275,13
440,216,FALSE,Eastlake,Ohio,lake,39,85,NA,NA,NA,75979,9783,9073,5529,3812,988,9
440,216,FALSE,Mentor,Ohio,lake,39,85,NA,NA,NA,75979,9783,9073,5529,3812,988,9
440,216,FALSE,Willoughby,Ohio,lake,39,85,NA,NA,NA,75979,9783,9073,5529,3812,988,9
309,217,FALSE,East Moline,Illinois,rock island,17,161,NA,NA,NA,133558,19865,13816,12056,3622,2538,10
309,217,FALSE,Moline,Illinois,rock island,17,161,NA,NA,NA,133558,19865,13816,12056,3622,2538,10
309,217,FALSE,Rock Island,Illinois,rock island,17,161,NA,NA,NA,133558,19865,13816,12056,3622,2538,10
563,319,FALSE,Bettendorf,Iowa,scott,19,163,NA,NA,NA,100698,17663,11058,9000,3008,1208,13
401,401,TRUE,Bristol,Rhode Island,bristol,44,1,NA,NA,NA,29079,3567,3033,2474,828,29,15
401,401,TRUE,West Warwick,Rhode Island,kent,44,3,NA,NA,NA,77763,6523,8709,6249,2402,311,15
574,317,FALSE,Granger,Indiana,st. joseph,18,141,NA,NA,NA,205058,25812,22475,14470,5344,8817,11
574,317,FALSE,Mishawaka,Indiana,st. joseph,18,141,NA,NA,NA,205058,25812,22475,14470,5344,8817,11
574,317,FALSE,South Bend,Indiana,st. joseph,18,141,NA,NA,NA,205058,25812,22475,14470,5344,8817,11
574,317,FALSE,Elkhart,Indiana,elkhart,18,39,NA,NA,NA,84512,14767,9542,8019,2534,1099,11
574,317,FALSE,Goshen,Indiana,elkhart,18,39,NA,NA,NA,84512,14767,9542,8019,2534,1099,11
219,317,FALSE,LaPorte,Indiana,laporte,18,91,NA,NA,NA,76808,10835,8090,6441,2134,2458,11
219,317,FALSE,Michigan City,Indiana,laporte,18,91,NA,NA,NA,76808,10835,8090,6441,2134,2458,11
402,402,TRUE,Columbus,Nebraska,platte,31,141,NA,NA,NA,19910,2530,2313,1781,626,0,16
531,402,FALSE,Columbus,Nebraska,platte,31,141,NA,NA,NA,19910,2530,2313,1781,626,0,16
402,402,TRUE,Fremont,Nebraska,dodge,31,53,NA,NA,NA,26265,4459,2650,2899,828,26,16
531,402,FALSE,Fremont,Nebraska,dodge,31,53,NA,NA,NA,26265,4459,2650,2899,828,26,16
419,419,TRUE,Toledo,Ohio,lucas,39,95,NA,NA,NA,395551,58950,40695,33964,10664,26897,14
567,419,FALSE,Toledo,Ohio,lucas,39,95,NA,NA,NA,395551,58950,40695,33964,10664,26897,14
860,203,FALSE,New London,Connecticut,new london,9,11,NA,NA,NA,144821,18901,14575,13860,4840,2752,15
860,203,FALSE,Norwich,Connecticut,new london,9,11,NA,NA,NA,144821,18901,14575,13860,4840,2752,15
959,203,FALSE,New London,Connecticut,new london,9,11,NA,NA,NA,144821,18901,14575,13860,4840,2752,15
959,203,FALSE,Norwich,Connecticut,new london,9,11,NA,NA,NA,144821,18901,14575,13860,4840,2752,15
219,317,FALSE,Portage,Indiana,porter,18,127,NA,NA,NA,40076,4458,4446,2986,1256,40,11
219,317,FALSE,Valparaiso,Indiana,porter,18,127,NA,NA,NA,40076,4458,4446,2986,1256,40,11
219,317,FALSE,East Chicago,Indiana,lake,18,89,NA,NA,NA,368152,37588,41954,19097,14454,50805,11
219,317,FALSE,Gary,Indiana,lake,18,89,NA,NA,NA,368152,37588,41954,19097,14454,50805,11
219,317,FALSE,Hammond,Indiana,lake,18,89,NA,NA,NA,368152,37588,41954,19097,14454,50805,11
219,317,FALSE,Highland,Indiana,lake,18,89,NA,NA,NA,368152,37588,41954,19097,14454,50805,11
219,317,FALSE,Hobart,Indiana,lake,18,89,NA,NA,NA,368152,37588,41954,19097,14454,50805,11
219,317,FALSE,Merrillville,Indiana,lake,18,89,NA,NA,NA,368152,37588,41954,19097,14454,50805,11
219,317,FALSE,Munster,Indiana,lake,18,89,NA,NA,NA,368152,37588,41954,19097,14454,50805,11
219,317,FALSE,Schererville,Indiana,lake,18,89,NA,NA,NA,368152,37588,41954,19097,14454,50805,11
401,401,TRUE,Newport East,Rhode Island,newport,44,5,NA,NA,NA,61539,9174,6658,4655,2054,2585,15
203,203,TRUE,Bridgeport,Connecticut,fairfield,9,1,NA,NA,NA,504342,76951,48101,42798,13798,16643,15
203,203,TRUE,Danbury,Connecticut,fairfield,9,1,NA,NA,NA,504342,76951,48101,42798,13798,16643,15
203,203,TRUE,Norwalk,Connecticut,fairfield,9,1,NA,NA,NA,504342,76951,48101,42798,13798,16643,15
203,203,TRUE,Shelton,Connecticut,fairfield,9,1,NA,NA,NA,504342,76951,48101,42798,13798,16643,15
203,203,TRUE,Stamford,Connecticut,fairfield,9,1,NA,NA,NA,504342,76951,48101,42798,13798,16643,15
203,203,TRUE,Stratford,Connecticut,fairfield,9,1,NA,NA,NA,504342,76951,48101,42798,13798,16643,15
203,203,TRUE,Trumbull,Connecticut,fairfield,9,1,NA,NA,NA,504342,76951,48101,42798,13798,16643,15
203,203,TRUE,Westport,Connecticut,fairfield,9,1,NA,NA,NA,504342,76951,48101,42798,13798,16643,15
307,307,TRUE,Cheyenne,Wyoming,laramie,56,21,NA,NA,NA,47662,6171,5382,2191,1740,1621,20
860,203,FALSE,Middletown,Connecticut,middlesex,9,7,NA,NA,NA,67332,10302,6210,7461,2022,943,15
959,203,FALSE,Middletown,Connecticut,middlesex,9,7,NA,NA,NA,67332,10302,6210,7461,2022,943,15
203,203,TRUE,East Haven,Connecticut,new haven,9,9,NA,NA,NA,545784,84291,52050,48656,14534,16919,15
203,203,TRUE,Meriden,Connecticut,new haven,9,9,NA,NA,NA,545784,84291,52050,48656,14534,16919,15
203,203,TRUE,Milford,Connecticut,new haven,9,9,NA,NA,NA,545784,84291,52050,48656,14534,16919,15
203,203,TRUE,Naugatuck,Connecticut,new haven,9,9,NA,NA,NA,545784,84291,52050,48656,14534,16919,15
203,203,TRUE,New Haven,Connecticut,new haven,9,9,NA,NA,NA,545784,84291,52050,48656,14534,16919,15
203,203,TRUE,North Haven,Connecticut,new haven,9,9,NA,NA,NA,545784,84291,52050,48656,14534,16919,15
203,203,TRUE,Waterbury,Connecticut,new haven,9,9,NA,NA,NA,545784,84291,52050,48656,14534,16919,15
203,203,TRUE,West Haven,Connecticut,new haven,9,9,NA,NA,NA,545784,84291,52050,48656,14534,16919,15
272,717,FALSE,Scranton,Pennsylvania,lackawanna,42,69,NA,NA,NA,257396,26247,22640,22681,4264,772,15
570,717,FALSE,Scranton,Pennsylvania,lackawanna,42,69,NA,NA,NA,257396,26247,22640,22681,4264,772,15
845,914,FALSE,Middletown,New York,orange,36,71,NA,NA,NA,152255,20855,13925,16984,4066,5329,14
845,914,FALSE,Newburgh,New York,orange,36,71,NA,NA,NA,152255,20855,13925,16984,4066,5329,14
216,216,TRUE,Brook Park,Ohio,cuyahoga,39,35,NA,NA,NA,1389532,235584,140465,107445,37370,152849,9
216,216,TRUE,East Cleveland,Ohio,cuyahoga,39,35,NA,NA,NA,1389532,235584,140465,107445,37370,152849,9
216,216,TRUE,Cleveland Heights,Ohio,cuyahoga,39,35,NA,NA,NA,1389532,235584,140465,107445,37370,152849,9
216,216,TRUE,South Euclid,Ohio,cuyahoga,39,35,NA,NA,NA,1389532,235584,140465,107445,37370,152849,9
216,216,TRUE,Garfield Heights,Ohio,cuyahoga,39,35,NA,NA,NA,1389532,235584,140465,107445,37370,152849,9
216,216,TRUE,Lakewood,Ohio,cuyahoga,39,35,NA,NA,NA,1389532,235584,140465,107445,37370,152849,9
216,216,TRUE,Maple Heights,Ohio,cuyahoga,39,35,NA,NA,NA,1389532,235584,140465,107445,37370,152849,9
216,216,TRUE,Parma,Ohio,cuyahoga,39,35,NA,NA,NA,1389532,235584,140465,107445,37370,152849,9
216,216,TRUE,Shaker Heights,Ohio,cuyahoga,39,35,NA,NA,NA,1389532,235584,140465,107445,37370,152849,9
440,216,FALSE,North Olmsted,Ohio,cuyahoga,39,35,NA,NA,NA,1389532,235584,140465,107445,37370,152849,9
440,216,FALSE,North Royalton,Ohio,cuyahoga,39,35,NA,NA,NA,1389532,235584,140465,107445,37370,152849,9
440,216,FALSE,Parma,Ohio,cuyahoga,39,35,NA,NA,NA,1389532,235584,140465,107445,37370,152849,9
440,216,FALSE,Parma Heights,Ohio,cuyahoga,39,35,NA,NA,NA,1389532,235584,140465,107445,37370,152849,9
440,216,FALSE,Rocky River,Ohio,cuyahoga,39,35,NA,NA,NA,1389532,235584,140465,107445,37370,152849,9
440,216,FALSE,Solon,Ohio,cuyahoga,39,35,NA,NA,NA,1389532,235584,140465,107445,37370,152849,9
440,216,FALSE,Strongsville,Ohio,cuyahoga,39,35,NA,NA,NA,1389532,235584,140465,107445,37370,152849,9
440,216,FALSE,Westlake,Ohio,cuyahoga,39,35,NA,NA,NA,1389532,235584,140465,107445,37370,152849,9
419,419,TRUE,Bowling Green,Ohio,wood,39,173,NA,NA,NA,59605,5314,6315,5766,1526,358,14
567,419,FALSE,Bowling Green,Ohio,wood,39,173,NA,NA,NA,59605,5314,6315,5766,1526,358,14
563,319,FALSE,Muscatine,Iowa,muscatine,19,139,NA,NA,NA,32148,5757,3353,3847,866,96,13
272,717,FALSE,Williamsport,Pennsylvania,lycoming,42,81,NA,NA,NA,101249,14547,10225,10417,2562,1215,15
570,717,FALSE,Williamsport,Pennsylvania,lycoming,42,81,NA,NA,NA,101249,14547,10225,10417,2562,1215,15
440,216,FALSE,Elyria,Ohio,lorain,39,93,NA,NA,NA,148162,20984,17068,11563,5572,6964,9
440,216,FALSE,Lorain,Ohio,lorain,39,93,NA,NA,NA,148162,20984,17068,11563,5572,6964,9
440,216,FALSE,North Ridgeville,Ohio,lorain,39,93,NA,NA,NA,148162,20984,17068,11563,5572,6964,9
712,712,TRUE,Council Bluffs,Iowa,pottawattamie,19,155,NA,NA,NA,69682,11211,7721,6673,2160,627,10
234,216,FALSE,Niles,Ohio,trumbull,39,155,NA,NA,NA,158915,20702,17749,11894,5100,7151,9
234,216,FALSE,Warren,Ohio,trumbull,39,155,NA,NA,NA,158915,20702,17749,11894,5100,7151,9
330,216,FALSE,Niles,Ohio,trumbull,39,155,NA,NA,NA,158915,20702,17749,11894,5100,7151,9
330,216,FALSE,Warren,Ohio,trumbull,39,155,NA,NA,NA,158915,20702,17749,11894,5100,7151,9
419,419,TRUE,Sandusky,Ohio,erie,39,43,NA,NA,NA,52565,8850,5587,5251,1672,2260,14
567,419,FALSE,Sandusky,Ohio,erie,39,43,NA,NA,NA,52565,8850,5587,5251,1672,2260,14
707,415,FALSE,Eureka,California,humboldt,6,23,NA,NA,NA,69241,5512,7682,5437,2738,1939,10
707,415,FALSE,Fortuna,California,humboldt,6,23,NA,NA,NA,69241,5512,7682,5437,2738,1939,10
385,801,FALSE,South Ogden,Utah,weber,49,57,NA,NA,NA,83319,10845,11462,5059,3150,2000,19
385,801,FALSE,Roy,Utah,weber,49,57,NA,NA,NA,83319,10845,11462,5059,3150,2000,19
801,801,TRUE,South Ogden,Utah,weber,49,57,NA,NA,NA,83319,10845,11462,5059,3150,2000,19
801,801,TRUE,Roy,Utah,weber,49,57,NA,NA,NA,83319,10845,11462,5059,3150,2000,19
272,717,FALSE,Back Mountain,Pennsylvania,luzerne,42,79,NA,NA,NA,392241,36381,35183,30212,6048,784,15
